Make,Year,Condition,Mileage,Price,Seller Rating,Interior color,Drivetrain,Min MPG,Max MPG,Fuel type,Engine Size (L),Accidents or damage,1-owner vehicle
Lexus,2018,Used,70892.0,31995.0,4.9,Rioja ,RWD,19.0,27.0,Gasoline ,3.5,0.0,False
RAM,2019,Used,91855.0,23995.0,4.7,GRAY ,FWD,0.0,0.0,Gasoline ,3.6,0.0,False
Buick,2021,Used,25253.0,18677.0,4.7,Ebony ,AWD,23.0,30.0,Gasoline ,1.4,0.0,False
Ford,2020,Used,27346.0,19995.0,4.6,Ebony ,FWD,27.0,33.0,Gasoline ,1.5,1.0,True
BMW,2016,Used,118766.0,13991.0,4.7,Black ,AWD,20.0,29.0,Gasoline ,3.0,1.0,True
BMW,2020,Used,20486.0,50991.0,4.7,Black ,RWD,18.0,25.0,Gasoline ,3.0,1.0,True
Tesla,2021,Used,79062.0,19895.0,4.6,Black ,RWD,20.59922502075837,28.0,Unknown,2.96465882923282,1.0,True
Dodge,2016,Used,95049.0,17498.0,5.0,Black ,RWD,19.0,30.0,Gasoline ,3.6,1.0,False
Alfa,2022,Used,5113.0,38990.0,4.3,Black ,AWD,22.0,28.0,Gasoline ,2.0,0.0,True
Ford,2019,Used,74833.0,22950.0,4.381503720140973,Ebony ,FWD,24.0,27.0,Gasoline ,2.96465882923282,1.0,True
Ford,2017,Used,71993.0,18995.0,4.4,Ebony ,AWD,20.0,27.0,Gasoline ,3.5,1.0,True
Tesla,2021,Used,58586.0,30797.0,4.8,Black ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Kia,2016,Used,84596.0,10499.0,4.381503720140973,Black ,FWD,20.59922502075837,28.0,Gasoline ,2.4,1.0,False
Audi,2021,Certified,36905.0,44880.0,4.7,Black ,AWD,18.0,24.0,Gasoline ,3.0,0.0,True
GMC,2023,Used,15197.0,37525.0,4.5,Cocoa ,AWD,22.0,27.0,Gasoline ,3.6,0.0,True
Lexus,2023,Used,986.0,47988.0,4.8,Thunderstorm ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Volvo,2017,Used,97000.0,28200.0,4.381503720140973,Black ,AWD,20.59922502075837,28.0,Gasoline ,2.0,0.0,False
Ford,2023,New,0.0,69340.0,4.6,Dark Slate ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,others
Audi,2015,Used,81506.0,19995.0,4.381503720140973,Black / Silver ,AWD,18.0,26.0,Gasoline ,3.0,1.0,False
Ford,2018,Used,120792.0,10795.0,4.6,Black ,4WD,22.0,28.0,Gasoline ,1.5,1.0,True
BMW,2016,Used,142310.0,12371.0,4.7,Black ,AWD,22.0,34.0,Gasoline ,2.0,0.0,False
Lexus,2022,Used,12920.0,79777.0,4.9,Black ,AWD,17.0,27.0,Gasoline ,3.5,0.0,True
Tesla,2015,Used,44532.0,19980.0,4.6,Tan ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,1.0,False
Toyota,2021,Used,39133.0,35350.0,4.9,Black ,AWD,20.0,27.0,Gasoline ,3.5,1.0,True
Lincoln,2019,Used,66077.0,17997.0,4.381503720140973,Ebony ,AWD,19.0,25.0,Gasoline ,2.0,0.0,False
Lamborghini,2018,Used,20413.0,299800.0,4.7,Nero Ade with Verde Fauns ,AWD,14.0,19.0,Gasoline ,5.2,0.0,False
Chevrolet,2019,Certified,8750.0,54991.0,4.6,Jet Black ,RWD,16.0,25.0,Gasoline ,6.2,0.0,True
Subaru,2016,Used,51070.0,18995.0,4.9,Slate Black ,AWD,25.0,33.0,Gasoline ,2.5,1.0,True
Chevrolet,2021,Certified,47052.0,24753.0,4.6,Jet Black ,FWD,18.0,27.0,Gasoline ,3.6,0.0,True
Ford,2023,New,17.0,82857.0,4.8,Black ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,others
Jeep,2020,Used,35728.0,24997.0,4.381503720140973,Black ,4WD,21.0,29.0,Gasoline ,2.4,0.0,False
Audi,2019,Used,97120.0,22500.0,4.381503720140973,Pistachio Beige ,AWD,19.0,25.0,Gasoline ,3.0,0.0,True
INFINITI,2023,New,10.0,61300.0,4.9,Graphite ,4WD,13.0,19.0,Gasoline ,5.6,0.0,others
Tesla,2022,Used,23098.0,69985.0,4.8,Black ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Chevrolet,2022,Certified,29832.0,26817.0,5.0,Jet Black ,FWD,22.0,29.0,Gasoline ,2.0,0.0,True
Cadillac,2023,Used,6504.0,45000.0,4.5,Jet Black ,AWD,21.0,27.0,Gasoline ,3.6,0.0,True
RAM,2021,Used,36588.0,44998.0,4.3,Black ,4WD,19.0,24.0,Gasoline ,5.7,0.0,True
Toyota,2020,Used,16065.0,20211.0,4.7,Light Gray ,FWD,30.0,38.0,Gasoline ,1.8,0.0,False
Chevrolet,2014,Used,113170.0,9975.0,4.9,Jet Black ,FWD,22.0,32.0,Gasoline ,2.4,0.0,False
Chevrolet,2019,Used,80428.0,15471.0,4.6,Jet Black ,FWD,29.0,36.0,Gasoline ,1.5,0.0,False
Ford,2020,Used,50683.0,18568.0,4.6,Ebony ,FWD,27.0,33.0,Gasoline ,1.5,0.0,True
Toyota,2022,Used,21291.0,21524.0,4.381503720140973,Black ,FWD,31.0,40.0,Gasoline ,2.0,1.0,True
Honda,2016,Used,116905.0,17650.0,4.1,Black ,FWD,21.0,34.0,Gasoline ,3.5,0.0,True
Nissan,2023,Used,12941.0,32298.0,4.7,Charcoal ,4WD,17.0,22.0,Gasoline ,3.8,0.0,True
Chevrolet,2016,Used,60385.0,19477.0,4.7,Dark Titanium / Light Titanium ,AWD,15.0,22.0,Gasoline ,3.6,0.0,False
Dodge,2018,Used,64590.0,14850.0,4.381503720140973,Black Cloth ,FWD,19.0,25.0,Gasoline ,2.4,1.0,True
BMW,2023,Certified,16025.0,39997.0,4.1,Mocha ,AWD,25.0,34.0,Gasoline ,2.0,0.0,True
Nissan,2018,Used,106043.0,15995.0,4.381503720140973,Charcoal ,FWD,26.0,33.0,Gasoline ,2.5,0.0,False
Hyundai,2021,Used,25790.0,22998.0,4.381503720140973,Black ,FWD,31.0,41.0,Gasoline ,2.0,0.0,True
Nissan,2022,Used,20793.0,33495.0,4.8,Gray ,4WD,17.0,22.0,Gasoline ,3.8,0.0,True
Genesis,2021,Used,44580.0,31401.0,4.9,Black ,AWD,17.0,25.0,Gasoline ,3.3,1.0,True
Audi,2016,Used,140550.0,7995.0,4.381503720140973,Rock Gray ,AWD,20.0,28.0,Gasoline ,2.0,1.0,False
Buick,2016,Used,82639.0,11543.0,4.8,Ebony ,FWD,28.0,34.0,Gasoline ,1.4,0.0,True
Lincoln,2023,New,4.0,46015.0,4.381503720140973,Ebony ,AWD,21.0,28.0,Gasoline ,2.0,0.0,others
Kia,2019,Used,51031.0,16895.0,4.381503720140973,Black ,FWD,30.0,40.0,Gasoline ,2.0,0.0,False
Ford,2020,Used,29284.0,22947.0,3.8,Ebony ,FWD,44.0,37.0,Hybrid ,2.96465882923282,0.0,True
Volkswagen,2017,Used,85102.0,20495.0,4.381503720140973,Titan Black ,FWD,25.0,34.0,Gasoline ,1.8,0.0,False
Buick,2016,Used,111826.0,15900.0,4.381503720140973,Tan ,AWD,15.0,22.0,Gasoline ,3.6,0.0,False
Rolls-Royce,2021,Used,1798.0,468800.0,4.381503720140973,Black ,RWD,12.0,18.0,Gasoline ,6.6,0.0,False
Lincoln,2023,New,8.0,48662.0,4.381503720140973,Cashew ,AWD,21.0,28.0,Gasoline ,2.0,0.0,others
BMW,2019,Used,33159.0,24900.0,4.7,Canberra Beige ,AWD,25.0,34.0,Gasoline ,2.0,0.0,False
Tesla,2022,Used,71340.0,24995.0,4.6,Black ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,1.0,True
Tesla,2021,Used,60635.0,31777.0,4.381503720140973,Black ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Nissan,2022,Used,9421.0,26345.0,4.7,Graphite ,AWD,20.0,28.0,Gasoline ,3.5,0.0,True
Ford,2023,New,10.0,65235.0,4.9,Black ,AWD,20.59922502075837,28.0,Unknown,2.0,0.0,others
Buick,2014,Used,80390.0,10985.0,4.381503720140973,Ebony ,FWD,20.59922502075837,28.0,Gasoline ,2.4,0.0,False
Chevrolet,2019,Used,42375.0,40950.0,4.381503720140973,Gray ,RWD,20.59922502075837,28.0,E85 Flex Fuel ,6.0,1.0,True
Chevrolet,2017,Used,108164.0,7555.0,4.381503720140973,Jet Black ,FWD,24.0,34.0,Gasoline ,1.8,0.0,True
Ford,2014,Used,73861.0,11989.0,4.7,Charcoal Black ,FWD,23.0,32.0,Gasoline ,2.0,0.0,True
Rolls-Royce,2016,Used,34676.0,168800.0,4.381503720140973,Moccasin ,RWD,13.0,21.0,Gasoline ,6.6,0.0,False
Chrysler,2017,Used,109231.0,13995.0,4.381503720140973,Black ,FWD,19.0,28.0,Gasoline ,3.6,0.0,False
Buick,2017,Used,52054.0,17684.0,4.5,Light Neutral ,AWD,21.0,28.0,Gasoline ,2.5,0.0,False
Audi,2017,Used,92172.0,21500.0,4.4,Rock Gray ,AWD,19.0,25.0,Gasoline ,3.0,0.0,True
Tesla,2020,Used,39980.0,25985.0,4.3,Black ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Mercedes-Benz,2023,Used,4266.0,48999.0,4.7,Black ,RWD,20.59922502075837,28.0,Diesel ,2.0,0.0,True
Ferrari,2018,Certified,1836.0,279999.0,4.381503720140973,Crema ,RWD,15.0,22.0,Gasoline ,3.9,0.0,True
Nissan,2022,Certified,6873.0,22500.0,4.7,Charcoal ,AWD,20.59922502075837,28.0,Gasoline ,2.0,0.0,True
BMW,2018,Used,35000.0,53000.0,4.381503720140973,Black ,RWD,20.59922502075837,28.0,Gasoline ,3.0,0.0,False
Chevrolet,2021,Certified,22040.0,19999.0,4.7,Medium Ash Gray ,FWD,26.0,31.0,Gasoline ,1.5,0.0,True
Jeep,2023,New,285.0,61250.0,3.7,Global Black ,4WD,0.0,0.0,Hybrid ,2.96465882923282,0.0,others
Mercedes-Benz,2023,New,5.0,48323.0,4.8,– ,RWD,18.0,22.0,Gasoline ,2.0,0.0,others
RAM,2021,Used,74948.0,24949.0,4.6,Diesel Gray/Black ,4WD,16.0,23.0,Gasoline ,3.6,0.0,True
RAM,2023,New,23.0,54200.0,4.0,Black ,4WD,20.59922502075837,28.0,Gasoline ,6.4,0.0,others
Chevrolet,2022,Used,82623.0,40994.0,4.4,Jet Black ,4WD,14.0,19.0,Gasoline ,5.3,0.0,True
Ford,2019,Used,70554.0,12900.0,4.381503720140973,Chromite Gray/Charcoal Black ,FWD,21.0,29.0,Gasoline ,2.5,1.0,False
Volkswagen,2021,Used,24989.0,35995.0,4.6,– ,AWD,17.0,23.0,Gasoline ,3.6,0.0,False
Jeep,2022,Used,12560.0,27000.0,4.0,Black ,4WD,22.0,30.0,Gasoline ,2.4,0.0,True
Honda,2018,Used,24044.0,26985.0,4.381503720140973,Gray ,FWD,26.0,32.0,Gasoline ,2.4,0.0,False
Buick,2021,Certified,8944.0,34950.0,4.5,Whisper Beige ,AWD,22.0,29.0,Gasoline ,2.0,0.0,True
Tesla,2019,Used,21482.0,26372.0,4.7,White/Black ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,False
Chevrolet,2023,Certified,11120.0,44989.0,4.6,Jet Black ,RWD,16.0,26.0,Gasoline ,6.2,0.0,True
Chevrolet,2020,Certified,36952.0,18290.0,5.0,Jet Black ,FWD,26.0,31.0,Gasoline ,1.4,0.0,True
Ford,2020,Certified,25364.0,32995.0,4.8,Ebony ,4WD,20.0,24.0,Gasoline ,2.3,0.0,False
Honda,2021,Used,35761.0,30998.0,4.381503720140973,Gray ,AWD,27.0,32.0,Gasoline ,1.5,0.0,True
Lincoln,2020,Used,25432.0,25673.0,4.4,Cappuccino ,AWD,20.0,29.0,Gasoline ,2.0,0.0,True
Cadillac,2015,Used,108425.0,26490.0,5.0,BLK ,4WD,14.0,21.0,Gasoline ,6.2,1.0,False
Cadillac,2020,Used,74425.0,22530.0,4.4,Jet Black ,FWD,18.0,26.0,Gasoline ,3.6,0.0,False
Lexus,2020,Used,75453.0,39988.0,4.9,Black ,4WD,15.0,19.0,Gasoline ,4.6,1.0,False
Acura,2021,Used,27809.0,29995.0,4.5,Ebony ,AWD,21.0,27.0,Gasoline ,2.0,0.0,True
Cadillac,2018,Used,43099.0,39010.0,4.8,Black ,4WD,14.0,21.0,Gasoline ,6.2,0.0,True
Ford,2016,Used,41803.0,20824.0,4.381503720140973,– ,FWD,21.0,30.0,Gasoline ,2.0,0.0,True
Chevrolet,2021,Used,108682.0,15995.0,4.381503720140973,Medium Ash Gray ,AWD,25.0,30.0,Gasoline ,1.5,0.0,True
RAM,2017,Used,129587.0,22995.0,4.381503720140973,Black ,4WD,16.0,12.0,Gasoline ,5.7,0.0,False
Acura,2020,Used,46539.0,25495.0,4.5,Ebony ,FWD,22.0,28.0,Gasoline ,2.0,1.0,True
Ford,2022,Used,22682.0,36195.0,4.6,Ebony ,4WD,19.0,24.0,Gasoline ,2.3,0.0,True
Ford,2018,Used,65595.0,18000.0,4.1,Medium Stone ,4WD,16.0,22.0,Gasoline ,3.5,1.0,False
Mercedes-Benz,2021,Used,12889.0,59999.0,4.7,Black ,AWD,19.0,27.0,Gasoline ,3.0,0.0,True
Tesla,2019,Used,90492.0,16995.0,4.381503720140973,Black ,RWD,20.59922502075837,28.0,Unknown,2.96465882923282,1.0,False
Audi,2019,Used,69244.0,36495.0,4.6,Black ,AWD,17.0,22.0,Hybrid ,3.0,0.0,False
Lincoln,2023,Used,6222.0,47500.0,3.9,Brown ,AWD,20.0,25.0,Gasoline ,2.0,0.0,True
Lincoln,2023,New,5.0,55030.0,4.7,Ebony ,AWD,20.59922502075837,28.0,Hybrid ,2.5,0.0,others
Mercedes-Benz,2016,Used,67427.0,40991.0,4.381503720140973,Black ,AWD,16.0,26.0,Gasoline ,4.7,1.0,False
RAM,2023,New,10.0,60813.0,4.0,Black ,FWD,20.59922502075837,28.0,Gasoline ,3.6,0.0,others
Volkswagen,2015,Used,72940.0,18977.0,4.381503720140973,Titan Black ,FWD,31.0,42.0,Diesel ,2.0,1.0,True
Audi,2021,Used,20234.0,41399.0,4.8,Black ,AWD,20.0,28.0,Gasoline ,2.96465882923282,0.0,True
Chevrolet,2023,Used,3474.0,67500.0,4.5,Jet Black ,4WD,15.0,20.0,Gasoline ,5.3,0.0,others
Jeep,2019,Used,20323.0,20998.0,4.381503720140973,Black ,4WD,21.0,29.0,Gasoline ,2.4,0.0,False
Lexus,2017,Used,55207.0,27149.0,4.4,Rioja Red ,AWD,19.0,26.0,Gasoline ,3.5,0.0,True
Tesla,2020,Used,102582.0,18999.0,4.381503720140973,Black and White ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,others
Volvo,2021,Used,30687.0,44989.0,4.7,Blond ,AWD,20.59922502075837,28.0,Hybrid ,2.0,1.0,True
Tesla,2019,Used,72108.0,36995.0,4.6,Cream ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Cadillac,2021,Used,44880.0,36598.0,4.7,Black ,AWD,18.0,25.0,Gasoline ,3.6,0.0,True
Nissan,2021,Used,18014.0,17990.0,4.1,Graphite ,FWD,32.0,40.0,Gasoline ,1.6,0.0,others
Volvo,2022,Used,32199.0,40990.0,4.3,Maroon Brown ,AWD,20.59922502075837,28.0,Hybrid ,2.0,0.0,True
Mercedes-Benz,2014,Used,118379.0,19995.0,4.381503720140973,Black ,RWD,17.0,25.0,Gasoline ,4.6,0.0,False
BMW,2017,Used,68838.0,22495.0,3.7,Mocha ,AWD,0.0,0.0,Gasoline ,2.0,1.0,False
Jeep,2018,Used,114696.0,14495.0,4.1,Black ,4WD,24.0,31.0,Gasoline ,2.4,0.0,True
Tesla,2022,Used,19969.0,27801.0,4.381503720140973,Black ,RWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Volkswagen,2017,Used,92346.0,12788.0,4.381503720140973,Gray ,AWD,22.0,30.0,Gasoline ,1.8,1.0,True
Toyota,2023,Used,10978.0,24995.0,4.1,Black / Red ,FWD,31.0,40.0,Gasoline ,2.0,0.0,True
Ford,2023,New,0.0,71995.0,4.6,Black/Medium Dark Slate ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,others
Ford,2020,Certified,70780.0,16995.0,4.2,Ebony Black ,FWD,27.0,29.0,Gasoline ,1.0,0.0,True
Dodge,2019,Used,105051.0,17998.0,4.381503720140973,Black ,AWD,16.0,24.0,Gasoline ,3.6,0.0,False
Subaru,2021,Used,27141.0,20300.0,4.3,Gray ,AWD,27.0,35.0,Gasoline ,2.5,0.0,True
Hyundai,2016,Used,17811.0,22999.0,4.2,Black ,RWD,17.0,24.0,Gasoline ,3.8,0.0,False
Ford,2023,Used,2371.0,47500.0,4.3,Gray ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Genesis,2022,Used,20170.0,34849.0,4.2,Black ,AWD,17.0,25.0,Gasoline ,3.3,0.0,False
Ford,2020,Used,112417.0,27995.0,4.381503720140973,Black ,RWD,0.0,0.0,Gasoline ,3.5,0.0,True
Toyota,2014,Used,132528.0,14434.0,4.9,Black ,FWD,21.0,31.0,Gasoline ,3.5,0.0,False
Lexus,2022,Used,26004.0,41995.0,4.9,Rose ,AWD,22.0,29.0,Gasoline ,2.4,0.0,True
Genesis,2023,Used,19191.0,34750.0,4.6,Obsidian Black/Sandstorm Gray ,AWD,20.0,28.0,Gasoline ,2.0,0.0,True
Tesla,2020,Used,17720.0,39998.0,4.381503720140973,White / Black ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,False
Jeep,2014,Used,121452.0,8277.0,4.2,Dark Slate Gray ,4WD,21.0,27.0,Gasoline ,2.4,0.0,True
Ford,2020,Used,40431.0,17994.0,4.7,Sandstone ,FWD,27.0,33.0,Gasoline ,1.5,0.0,True
Nissan,2017,Used,42078.0,19200.0,4.8,Charcoal ,4WD,19.0,26.0,Gasoline ,3.5,0.0,True
Mazda,2023,Used,5497.0,27495.0,4.8,Black ,AWD,26.0,33.0,Gasoline ,2.5,0.0,False
Chevrolet,2021,Certified,29845.0,28988.0,5.0,Jet Black ,FWD,18.0,27.0,Gasoline ,3.6,0.0,True
Toyota,2020,Used,116062.0,14000.0,4.4,Light Gray ,FWD,31.0,40.0,Gasoline ,2.0,0.0,False
Kia,2020,Used,78706.0,18195.0,4.381503720140973,Black ,FWD,20.59922502075837,28.0,Gasoline ,2.0,1.0,False
Aston,2023,New,211.0,241386.0,4.9,Saddle Tan ,AWD,14.0,20.0,Gasoline ,4.0,0.0,others
Ford,2016,Used,86344.0,15795.0,4.381503720140973,Dune ,4WD,15.0,20.0,Gasoline ,3.5,0.0,False
Tesla,2018,Used,36209.0,31372.0,4.7,Black ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,False
Lincoln,2021,Used,35599.0,47988.0,4.7,Roast ,AWD,17.0,24.0,Gasoline ,3.0,0.0,True
Chevrolet,2021,Used,42272.0,24571.0,4.6,Jet Black ,AWD,25.0,30.0,Gasoline ,1.5,1.0,True
Ford,2023,New,5.0,83927.0,4.8,Platinum Black ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,others
Buick,2016,Used,103969.0,14495.0,4.5,Choccachino ,AWD,15.0,22.0,Gasoline ,3.6,0.0,False
Mercedes-Benz,2016,Used,62905.0,42790.0,4.3,Black ,RWD,18.0,25.0,Gasoline ,4.0,1.0,False
Honda,2019,Used,76870.0,23798.0,5.0,Mocha ,FWD,19.0,28.0,Gasoline ,3.5,1.0,False
Ford,2021,Used,45376.0,38495.0,4.4,Ebony ,4WD,18.0,24.0,Gasoline ,3.0,0.0,True
Lexus,2023,Used,8058.0,47880.0,4.9,– ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Hyundai,2023,New,0.0,33276.0,4.381503720140973,Beige ,AWD,22.0,25.0,Gasoline ,2.5,0.0,others
Volkswagen,2014,Used,54898.0,16500.0,4.6,Cornsilk Beige ,FWD,22.0,30.0,Gasoline ,2.0,0.0,True
Chevrolet,2023,Certified,6935.0,24430.0,4.7,Jet Black ,FWD,27.0,35.0,Gasoline ,1.5,0.0,True
Toyota,2019,Used,71865.0,17880.0,4.381503720140973,Black ,FWD,28.0,41.0,Gasoline ,2.5,1.0,False
Ford,2021,Certified,23158.0,41995.0,4.2,Dark Palazzo Gray ,RWD,0.0,0.0,Gasoline ,3.5,0.0,False
Chrysler,2022,Certified,64738.0,27990.0,4.8,Black/Alloy/Black ,FWD,19.0,28.0,Gasoline ,3.6,0.0,True
Ford,2023,New,18.0,34472.0,4.6,Navy Pier ,4WD,25.0,28.0,Gasoline ,1.5,0.0,others
Hyundai,2020,Used,98714.0,16440.0,4.3,Black ,FWD,27.0,37.0,Gasoline ,2.5,0.0,True
Audi,2020,Used,37328.0,27998.0,4.381503720140973,Black ,AWD,22.0,28.0,Gasoline ,2.0,0.0,True
Ford,2023,New,67.0,53361.0,4.6,Light Space Gray ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,others
Chevrolet,2018,Used,67942.0,15195.0,4.5,Jet Black ,AWD,24.0,30.0,Gasoline ,1.5,0.0,True
Nissan,2023,New,5.0,36926.0,4.7,Charcoal ,FWD,29.0,36.0,Gasoline ,1.5,0.0,others
Jeep,2022,New,777.0,57000.0,4.0,Steel Gray ,4WD,20.59922502075837,28.0,Hybrid ,2.0,0.0,others
Kia,2023,Used,9628.0,47501.0,4.4,– ,AWD,18.0,24.0,Gasoline ,3.8,0.0,True
Chevrolet,2020,Certified,26307.0,71900.0,5.0,Jet Black ,RWD,15.0,27.0,Gasoline ,6.2,0.0,True
Chevrolet,2016,Used,67101.0,24995.0,4.381503720140973,Black ,4WD,16.0,22.0,Gasoline ,5.3,1.0,True
Tesla,2022,Used,54097.0,24941.0,4.381503720140973,Black ,RWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Cadillac,2019,Used,61562.0,23998.0,4.381503720140973,Black ,FWD,19.0,26.0,Gasoline ,3.6,1.0,False
Honda,2016,Used,74395.0,22495.0,4.1,Gray ,FWD,19.0,28.0,Gasoline ,3.5,0.0,False
RAM,2021,Used,58350.0,44999.0,4.3,Black ,4WD,15.0,21.0,Gasoline ,5.7,0.0,True
GMC,2017,Used,77039.0,17991.0,4.2,Jet Black ,FWD,21.0,25.0,Gasoline ,3.6,0.0,True
Lamborghini,2017,Used,1233.0,259877.0,4.381503720140973,Nero Ade ,AWD,14.0,21.0,Gasoline ,5.2,0.0,True
Tesla,2023,Used,24426.0,27813.0,4.381503720140973,Black ,RWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Volkswagen,2021,Used,25410.0,25995.0,4.1,Black ,AWD,21.0,27.0,Gasoline ,2.0,0.0,True
Chevrolet,2020,Used,81854.0,16949.0,4.6,Medium Ash Gray ,AWD,25.0,30.0,Gasoline ,1.5,1.0,True
Chevrolet,2022,Certified,24450.0,40306.0,4.7,Jet Black ,4WD,16.0,18.0,Gasoline ,3.6,1.0,True
Honda,2016,Used,87471.0,17900.0,4.2,Black ,FWD,27.0,37.0,Gasoline ,2.4,0.0,False
Jeep,2015,Used,98545.0,19695.0,4.381503720140973,Black ,4WD,16.0,21.0,Gasoline ,3.6,0.0,False
Nissan,2023,Used,16356.0,32367.0,4.9,Charcoal ,4WD,17.0,22.0,Gasoline ,3.8,0.0,True
Cadillac,2021,Used,44048.0,33995.0,4.6,Cirrus ,AWD,18.0,26.0,Gasoline ,3.6,0.0,True
Kia,2020,Used,18706.0,18000.0,4.6,Black ,FWD,23.0,30.0,Gasoline ,2.4,1.0,True
BMW,2021,Used,36835.0,45995.0,4.7,Coffee ,AWD,21.0,25.0,Gasoline ,3.0,0.0,True
Ford,2023,New,0.0,41095.0,4.6,Black Onyx ,AWD,22.0,28.0,Gasoline ,2.0,0.0,others
Chevrolet,2019,Used,26254.0,17945.0,4.9,Jet Black ,AWD,24.0,29.0,Gasoline ,1.4,0.0,True
Jaguar,2021,Used,9110.0,33950.0,4.5,Caraway ,AWD,20.0,26.0,Gasoline ,2.0,0.0,True
Ford,2023,New,5.0,55488.0,4.4,Ebony ,4WD,23.0,24.0,Gasoline ,3.0,0.0,others
Chevrolet,2019,Used,65169.0,14881.0,4.5,Jet Black ,FWD,26.0,31.0,Gasoline ,1.4,0.0,False
BMW,2022,Used,31377.0,63974.0,4.7,Tartufo ,AWD,19.0,24.0,Gasoline ,3.0,1.0,True
Cadillac,2023,Used,24763.0,150000.0,4.0,Jet Black ,4WD,11.0,16.0,Gasoline ,6.2,0.0,False
Lincoln,2023,New,9.0,70025.0,4.381503720140973,Ebony ,AWD,17.0,24.0,Gasoline ,3.0,0.0,others
Nissan,2022,Used,23681.0,32225.0,4.3,Charcoal w/Lava Red Stitch ,4WD,17.0,22.0,Gasoline ,3.8,0.0,True
Chevrolet,2021,Used,32742.0,23998.0,4.381503720140973,Black ,FWD,26.0,31.0,Gasoline ,1.5,1.0,True
Cadillac,2019,Used,102318.0,26000.0,4.4,Dark Auburn ,AWD,18.0,26.0,Gasoline ,3.0,0.0,False
Volkswagen,2023,Used,2374.0,44990.0,4.9,Mistral Gray / Raven ,AWD,22.0,31.0,Gasoline ,2.0,0.0,False
INFINITI,2015,Used,1592.0,18155.0,4.3,Graphite ,RWD,19.0,27.0,Gasoline ,3.7,0.0,False
Mercedes-Benz,2021,Used,15996.0,56943.0,4.8,AMG Cranberry Red ,RWD,17.0,26.0,Gasoline ,4.0,0.0,False
RAM,2022,Used,36865.0,44312.0,4.0,– ,4WD,20.59922502075837,28.0,Diesel ,6.7,0.0,True
Fisker,2023,Used,1802.0,40901.0,4.9,Indigo ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Aston,2014,Used,54533.0,55000.0,4.9,Black ,RWD,13.0,19.0,Gasoline ,6.0,1.0,False
Ford,2022,Certified,5972.0,39787.0,4.8,Ebony ,AWD,19.0,25.0,Gasoline ,2.7,0.0,True
Audi,2021,Certified,52521.0,38670.0,4.7,Black ,AWD,19.0,23.0,Gasoline ,2.0,0.0,True
Ford,2020,Used,33340.0,38772.0,4.7,Ebony ,4WD,17.0,22.0,Gasoline ,3.5,1.0,True
Tesla,2020,Used,32775.0,43372.0,4.7,Black ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Honda,2019,Used,29782.0,26494.0,4.6,– ,AWD,27.0,33.0,Gasoline ,1.5,0.0,True
Kia,2017,Used,48050.0,18998.0,4.381503720140973,Gray ,AWD,21.0,25.0,Gasoline ,2.4,0.0,True
Nissan,2018,Used,111035.0,16800.0,4.381503720140973,Black ,AWD,21.0,28.0,Gasoline ,3.5,1.0,False
Kia,2017,Used,101825.0,10495.0,4.381503720140973,Gray ,FWD,25.0,36.0,Gasoline ,2.4,0.0,False
Porsche,2018,Used,65668.0,37491.0,4.7,Black ,AWD,17.0,23.0,Gasoline ,3.0,0.0,True
Chevrolet,2021,Used,71413.0,29772.0,4.8,Jet Black ,AWD,17.0,25.0,Gasoline ,3.6,1.0,True
Ford,2018,Certified,42968.0,29995.0,4.2,– ,4WD,16.0,22.0,Gasoline ,3.5,0.0,True
Chevrolet,2022,Used,26297.0,35400.0,4.7,Jet Black ,AWD,19.0,26.0,Gasoline ,3.6,0.0,True
Honda,2021,Certified,29821.0,35599.0,4.9,Black ,AWD,18.0,24.0,Gasoline ,3.5,0.0,True
Mercedes-Benz,2019,Used,32920.0,26800.0,4.1,– ,FWD,24.0,35.0,Gasoline ,2.0,1.0,True
